"Id","region","mortality_rate","O3","PM10","PM25","NO2","T2M"
12369,"London",0.583,13.723,25.812,17.682,31.06,280.08
8978,"London",0.781,23.021,15.551,6.66,22.103,293.001
9375,"South East",1.154,41.356,13.976,4.428,11.474,290.693
11867,"East of England",1.102,54.51,13.401,7.585,7.824,290.74
10404,"North West",1.339,50.613,15.92,2.14,4.212,288.856
11212,"East Midlands",1.353,48.528,10.168,5.163,6.65,286.642
17531,"East Midlands",1.27,43.653,12.154,6.622,12.566,280.398
13210,"North East",1.502,69.031,6.03,2.589,2.924,277.161
11436,"West Midlands",0.934,60.431,11.381,5.688,7.459,282.698
15465,"London",0.573,67.966,12.814,7.736,11.15,285.265
13668,"North West",1.162,52.088,6.687,4.302,6.827,283.033
7128,"North West",1.26,45.766,5.032,1.779,3.063,288.161
15062,"East of England",1.109,56.38,16.787,11.245,10.421,285.076
15520,"London",0.792,51.116,13.73,6.32,12.001,289.808
15103,"East of England",1.109,48.473,11.64,7.468,6.837,287.287
18284,"East of England",0.863,27.568,20.721,16.642,14.413,275.166
6616,"North East",1.825,41.693,8.916,2.704,5.08,277.565
12317,"London",0.831,27.241,14.281,8.487,26.071,287.658
9270,"South East",1.001,56.351,21.666,8.25,15.504,290.854
11853,"East of England",1.119,57.272,18.997,13.447,12.474,291.748
16316,"South West",1.019,55.323,11.008,5.075,1.78,287.028
16687,"North East",1.422,49.045,3.402,1.838,2.776,282.1
18084,"West Midlands",1.294,38.81,6.604,4.623,10.007,287.168
18240,"West Midlands",1.4,43.623,8.09,4.778,10.696,278.193
7779,"East Midlands",1.051,65.164,26.145,13.283,15.676,286.166
7560,"Yorkshire and The Humber",1.206,46.878,12.428,4.193,9.218,284.017
16480,"North East",1.153,65.884,6.834,4.14,2.538,280.048
18063,"West Midlands",1.258,74.23,5.776,3.556,3.203,285.155
7886,"East Midlands",1.029,51.736,19.379,11.626,10.776,290.675
9629,"South West",1.378,67.267,10.52,2.79,2.726,284.467
15754,"South East",1.179,55.569,21.782,14.818,10.623,276.802
15909,"South East",1.133,57.354,17.369,13.083,11.393,293.223
6949,"North West",2.033,19.804,10.652,5.237,18.2,274.49
17179,"Yorkshire and The Humber",1.204,58.238,8.603,3.989,3.522,278.848
15995,"South East",1.075,28.757,12.587,8.827,14.602,284.331
6918,"North East",1.359,34.735,8.979,4.347,9.494,276.658
17126,"North West",1.341,23.249,13.2,10.524,26.675,273.38
8513,"East of England",1.078,46.877,11.319,5.502,13.123,281.455
9400,"South East",1.001,29.317,14.372,4.481,16.798,285.719
12692,"South East",1.329,18.065,39.127,29.163,28.723,288.849
16083,"South West",1.434,44.588,18.824,9.713,12.611,278.026
9715,"South West",1.473,39.316,11.329,3.109,4.16,290.415
16739,"North East",1.345,56.208,5.775,2.912,5.508,280.822
8712,"East of England",1.2,36.682,9.152,2.739,12.582,284.657
11883,"East of England",1.033,44.374,11.868,5.361,9.492,289.865
7749,"East Midlands",1.297,49.821,7.859,3.283,7.569,280.718
14548,"East Midlands",1.08,14.854,25.036,19.461,22.117,284.071
16792,"North West",1.637,59.92,6.67,3.577,4.132,280.413
13086,"South West",1.083,48.093,10.559,6.506,10.512,279.507
17502,"Yorkshire and The Humber",1.317,41.892,7.439,3.59,9.455,275.543
7627,"Yorkshire and The Humber",1.244,49.918,6.341,2.729,6.988,281.271
9917,"North East",2.049,26.194,20.492,12.191,23.911,272.324
17138,"North West",1.623,13.084,17.089,16.08,30.008,271.389
16622,"North East",1.46,51.632,5.607,4.374,2.151,285.397
13771,"North West",1.105,50.799,15.883,8.697,5.453,286.44
16623,"North East",1.153,42.914,4.555,3.057,3.198,285.936
11968,"East of England",1.274,38.468,14.352,8.295,12.817,283.919
14797,"West Midlands",1.266,45.368,6.153,3.241,3.284,287.479
16187,"South West",1.283,81.386,11.827,7.552,4.646,287.285
13035,"South West",1.197,48.509,12.338,4.541,5.762,285.16
9865,"North East",1.701,70.669,8.093,1.518,2.931,274.716
11812,"East of England",1.395,55.628,8.241,3.32,5.704,280.082
8968,"London",0.68,34.575,7.809,3.61,13.898,288.799
17426,"Yorkshire and The Humber",1.429,43.273,3.697,2.751,10.33,282.931
6880,"North East",1.708,29.918,7.892,4.529,7.043,278.3
15111,"East of England",1.177,54.61,10.2,5.483,6.757,285.749
9722,"South West",1.033,50.389,11.457,2.594,2.901,290.479
15112,"East of England",0.938,54.941,10.154,4.966,6.53,285.539
11046,"East Midlands",1.198,65.824,16.251,10.991,11.674,283.338
12364,"London",0.893,4.88,35.329,24.929,76.765,276.652
16331,"South West",1.547,57.239,20.549,12.575,10.567,291.224
8382,"West Midlands",1.538,30.077,9.855,5.415,21.928,271.395
8493,"East of England",1.234,57.964,9.262,3.04,7.66,283.101
10918,"Yorkshire and The Humber",1.408,31.206,11.235,5.763,11.89,270.209
7699,"East Midlands",1.722,16.37,13.07,8.582,23.771,273.118
7735,"East Midlands",1.252,30.1,15.848,6.924,23.323,279.413
18392,"East of England",1.168,51.549,8.636,5.862,9.884,282.289
14436,"East Midlands",0.837,36.316,14.369,6.817,9.393,287.942
14420,"East Midlands",0.793,71.214,21.022,11.817,9.606,291.702
18059,"West Midlands",0.868,59.722,7.385,4.893,8.429,286.524
11808,"East of England",1.102,70.059,9.919,1.987,4.198,280.476
12471,"South East",1.294,22.977,23.851,10.967,34.695,276.441
8486,"East of England",1.287,44.378,21.997,7.807,12.994,281.525
9011,"London",0.932,33.436,16.44,5.337,20.734,293.327
15560,"London",0.792,35.299,9.73,6.381,19.444,287.13
8679,"East of England",1.217,35.074,10.684,2.888,10.62,285.27
14183,"Yorkshire and The Humber",1.116,13.58,28.541,22.062,23.672,283.527
8327,"West Midlands",1.429,35.5,7.701,2.684,9.062,286.264
8258,"West Midlands",1.194,40.983,8.665,2.042,3.676,289.521
10335,"North West",1.496,69.859,24.244,12.545,9.484,283.664
17805,"East Midlands",1.138,22.783,18.124,16.64,19.779,282.784
14904,"West Midlands",0.998,51.112,11.545,7.286,7.808,286.756
10893,"Yorkshire and The Humber",1.313,50.177,7.208,1.773,9.632,286.707
16100,"South West",1.358,53.501,22.066,12.67,7.494,282.013
8117,"West Midlands",1.158,57.534,6.084,3.276,6.673,278.101
12149,"London",0.806,65.789,24.854,14.419,18.551,281.357
11794,"East of England",1.291,56.211,35.728,26.09,23.133,283.984
13686,"North West",1.091,52.135,8.06,3.404,4.109,285.35
16394,"South West",1.245,56.69,11.718,3.488,2.95,283.278
8612,"East of England",1.252,48.24,16.637,6.745,14.002,293.857
17422,"Yorkshire and The Humber",1.411,48.944,6.68,3.33,6.781,282.836
8610,"East of England",1.165,43.827,11.304,5.231,10.674,290.098
17790,"East Midlands",1.138,51.145,6.502,4.169,7.475,283.093
8541,"East of England",0.904,52.277,11.796,4.728,8.339,286.53
9514,"South West",2.143,33.848,9.226,3.768,6.426,277.36
15760,"South East",1.479,70.567,19.909,6.87,10.221,276.407
8028,"East Midlands",1.811,27.248,12.657,6.576,15.693,274.95
14304,"East Midlands",1.366,70.69,15.306,4.684,5.192,280.824
8895,"London",0.932,44.306,15.83,6.315,19.133,285.332
14490,"East Midlands",0.948,56.572,11.458,4.369,3.457,289.37
13645,"North West",1.559,70.152,9.141,4.854,3.926,284.199
15278,"East of England",1.041,19.684,20.73,16.701,18.324,284.796
13640,"North West",1.332,70.63,9.414,7.235,2.675,282.315
10194,"North East",1.392,45.441,7.802,4.277,7.793,271.521
16613,"North East",1.307,73.059,12.577,8.635,4.14,287.638
6845,"North East",1.281,35.239,5.166,1.292,4.006,283.689
18354,"East of England",1.32,47.32,14.388,11.461,13.455,281.189
13741,"North West",1.063,43.069,9.89,6.24,7.155,286.903
6654,"North East",1.67,55.687,6.153,2.283,2.971,279.771
10876,"Yorkshire and The Humber",1.237,42.557,13.443,5.33,10.178,283.184
15555,"London",0.719,35.054,8.421,4.755,13.341,290.795
18183,"West Midlands",1.134,24.152,12.907,8.093,17.002,282.505
15069,"East of England",1.143,56.224,19.341,14.609,15.707,282.637
15288,"East of England",1.262,18.606,24.191,16.74,22.382,282.349
7246,"North West",1.217,34.861,7.74,3.467,6.969,279.046
14143,"Yorkshire and The Humber",1.172,55.767,27.107,17.597,21.983,291.448
9043,"London",0.919,22.972,14.755,6.707,24.891,286.476
13154,"North East",1.772,56.168,7.584,4.437,3.83,280.001
7848,"East Midlands",1.275,84.774,21.244,7.486,6.624,293.552
9515,"South West",1.76,54.957,11.397,2.414,3.41,279.673
10785,"Yorkshire and The Humber",1.237,36.936,13.472,7.48,10.486,290.828
9801,"South West",1.76,37.171,7.914,3.147,3.551,281.685
13164,"North East",1.464,57.79,9.414,5.745,4.941,276.623
16366,"South West",1.094,51.282,13.969,5.849,5.44,286.972
6993,"North West",1.632,50.878,7.407,2.824,6.682,280.922
14855,"West Midlands",0.981,58.426,12.518,4.66,2.228,288.547
10912,"Yorkshire and The Humber",1.275,32.985,10.456,4.135,11.025,276.904
13525,"North West",1.446,29.412,15.575,9.394,18.803,271.737
7765,"East Midlands",1.342,42.352,12.58,5.98,13.078,283.593
16252,"South West",1.094,55.882,10.652,7.575,5.935,289.426
11509,"West Midlands",1.222,35.597,11.626,7.154,12.199,289.008
12746,"South East",1.422,24.699,16.312,8.82,20.406,270.916
9843,"South West",1.55,33.771,11.261,5.267,13.993,274.267
17163,"Yorkshire and The Humber",1.448,45.065,8.388,3.85,10.029,278.149
13237,"North East",1.387,80.247,9.501,5.809,2.323,282.992
15844,"South East",1.271,59.4,11.848,6.176,3.908,287.857
17450,"Yorkshire and The Humber",1.298,19.756,15.688,10.602,25.037,282.212
8669,"East of England",1.391,33.31,10.392,3.662,13.829,285.784
14326,"East Midlands",1.278,50.699,14.955,10.428,6.851,286.929
11716,"East of England",1.688,27.862,18.486,9.659,21.71,278.479
13295,"North East",1.117,62.867,15.054,5.873,3.263,285.546
16420,"South West",1.415,58.483,11.798,5.228,3.498,283.469
12099,"London",0.844,24.186,18.877,11.253,25.694,275.31
8323,"West Midlands",1.23,27.187,16.365,7.638,14.58,282.548
14113,"Yorkshire and The Humber",0.756,36.492,9.41,6.085,9.274,285.428
17428,"Yorkshire and The Humber",0.997,45.621,8.115,4.807,9.303,282.67
6737,"North East",1.281,62.561,8.376,4.85,3.698,287.268
15704,"South East",1.549,38.346,10.377,3.655,10.014,275.916
11992,"East of England",1.033,47.233,9.567,5.318,10.763,278.997
11154,"East Midlands",1.065,47.355,13,7.027,9.952,288.342
14739,"West Midlands",0.998,58.692,13.737,3.316,4.51,284.615
13096,"South West",1.33,50.862,9.035,2.522,6.712,281.599
13256,"North East",1.387,74.355,13.125,5.473,3.287,282.198
10125,"North East",1.43,43.684,14.834,3.719,5.688,284.737
7217,"North West",1.288,30.591,12.303,6.571,20.586,282.182
16763,"North East",1.422,46.288,4.251,2.832,9.275,276.273
15580,"London",0.695,36.178,13.541,5.609,11.723,287.356
14795,"West Midlands",1.034,53.264,10.407,6.745,7.116,288.577
15241,"East of England",0.955,70.157,28.129,17.677,12.866,292.99
17047,"North West",0.847,53.921,6.025,2.803,5.005,284.116
17010,"North West",1.045,51.643,6.223,4.472,5.567,286.803
11229,"East Midlands",1.132,38.469,10.459,4.655,14.163,286.604
9774,"South West",1.55,47.836,8.144,2.221,4.877,286.585
12708,"South East",1.073,24.833,15.789,8.514,23.148,278.003
9237,"South East",1.036,46.003,22.068,7.638,16.091,285.067
11223,"East Midlands",1.176,24.119,14.932,8.398,18.109,284.97
6573,"North East",2.174,35.166,14.295,2.911,6.419,272.466
14017,"Yorkshire and The Humber",1.172,63.121,7.485,3.715,4.75,284.021
11233,"East Midlands",1.154,41.185,33.683,22.186,11.434,286.576
7311,"Yorkshire and The Humber",1.953,40.24,19.334,7.081,7.321,279.77
12981,"South West",1.026,57.481,15.32,4.511,3.739,290.797
17122,"North West",1.51,43.876,4.148,2.938,9.02,278.835
8282,"West Midlands",1.031,35.792,8.544,4.193,10.405,286.43
16191,"South West",0.981,71.496,12.923,5.463,3.159,285.371
8133,"West Midlands",1.393,50.699,19.247,10.165,12.914,283.168
10096,"North East",1.276,56.402,9.495,1.412,1.332,284.899
9702,"South West",1.301,42.862,11.55,3.081,4.143,288.21
9091,"London",0.831,24.905,8.125,4.584,22.773,279.659
9836,"South West",1.664,28.383,12.548,5.541,12.934,278.952
9948,"North East",1.778,51.282,13.745,9.376,11.583,277.395
12581,"South East",1.003,54.916,14.848,9.8,6.445,286.946
7510,"Yorkshire and The Humber",1.149,34.491,7.563,2.962,8.611,287.921
6607,"North East",1.708,42.427,5.295,3.029,6.591,270.337
9856,"North East",2.165,48.372,6.998,2.832,4.263,270.861
8583,"East of England",0.852,40.96,6.922,3.243,4.789,288.591
11069,"East Midlands",1.22,53.169,19.067,9.06,15.715,286.119
10121,"North East",1.237,46.939,6.815,2.399,6.245,286.486
16473,"North East",1.114,61.918,7.183,3.733,3.712,279.099
10383,"North West",1.083,57.282,11.247,1.355,3.182,285.609
9501,"South West",1.932,41.091,23.086,7.706,4.093,280.847
7231,"North West",1.646,27.112,12.461,7.079,14.152,283.905
8145,"West Midlands",1.122,64.143,11.721,6.312,7.576,283.932
16174,"South West",1.302,76.018,22.082,17.053,5.82,287.617
9630,"South West",1.454,64.141,13.233,3.339,4.178,284.934
13240,"North East",1.541,62.98,22.769,17.199,7.77,284.354
16758,"North East",1.652,50.531,4.678,2.592,4.594,276.367
10015,"North East",1.314,73.835,14.694,2.658,2.78,285.098
14299,"East Midlands",1.388,39.947,24.56,18.186,20,277.378
13526,"North West",1.474,31.428,14.619,9.239,15.718,272.317
15405,"London",0.756,25.922,57.036,41.502,24.224,281.276
15115,"East of England",1.006,47.916,11.459,8.009,9.462,287.747
7483,"Yorkshire and The Humber",1.455,73.168,19.12,7.238,9.485,293.348
15073,"East of England",1.228,59.731,35.697,32.54,16.588,284.811
13643,"North West",1.29,63.191,9.677,4.293,3.388,284.61
13301,"North East",1.194,58.901,7.435,4.24,4.652,282.631
18261,"East of England",1.27,37.137,10.571,5.474,14.298,278.386
16589,"North East",1.383,57.193,6.557,2.953,2.792,283.474
13349,"North East",1.155,51.801,12.266,7.755,4.076,288.777
9384,"South East",0.942,56.756,12.164,5.131,7.505,288.182
15046,"East of England",1.348,33.656,28.493,22.897,21.041,282.675
18169,"West Midlands",1.134,39.705,6.042,3.783,10.306,282.051
10558,"North West",1.425,29.483,8.616,3.386,14.546,273.568
7946,"East Midlands",1.342,23.884,13.707,7.829,23.443,281.771
16374,"South West",1.132,30.049,14.468,10.213,13.353,285.689
8989,"London",0.743,28.129,15.904,5.609,24.76,291.214
14082,"Yorkshire and The Humber",1.191,59.222,16.441,13.37,9.208,290.49
14175,"Yorkshire and The Humber",1.324,33.529,11.67,7.031,16.701,283.44
8970,"London",0.592,39.356,10.847,3.539,16.996,289.147
14404,"East Midlands",0.948,45.649,7.627,5.158,7.384,286.398
16276,"South West",1.283,43.295,6.722,2.983,3.095,290.249
16021,"South East",1.109,9.516,26.672,20.896,29.543,284.525
9272,"South East",1.284,43.812,9.965,2.67,8.157,284.823
11365,"West Midlands",1.383,28.564,19.933,11.606,18.714,273.739
12207,"London",0.856,54.274,17.401,11.621,23.041,288.282
9796,"South West",1.454,50.59,5.62,1.88,3.971,282.805
10064,"North East",1.314,40.169,9.655,2.564,2.669,287.124
8609,"East of England",0.835,40.429,8.517,3.531,7.346,289.344
8593,"East of England",1.234,45.352,8.706,3.174,6.483,289.543
12307,"London",0.794,53.66,13.022,7.235,13.381,286.728
14519,"East Midlands",1.168,37.169,11.097,6.596,8.008,288.513
18323,"East of England",1.591,49.574,14.651,8.21,14.103,278.991
16013,"South East",1.167,21.14,30.112,26.817,19.935,283.181
14104,"Yorkshire and The Humber",1.116,44.414,8.706,4.971,5.896,287.556
15700,"South East",1.468,39.597,15.089,10.728,10.163,278.211
17149,"North West",1.524,58.612,6.885,3.066,4.358,280.882
18380,"East of England",1.134,77.395,9.472,6.881,5.218,280.882
15430,"London",0.792,43.36,29.277,19,37.326,284.341
17507,"Yorkshire and The Humber",1.599,46.981,6.503,4.062,11.543,278.606
13849,"North West",1.559,48.022,9.381,3.529,5.686,276.083
7737,"East Midlands",1.565,33.844,16.369,5.334,20.579,280.865
14695,"West Midlands",1.355,68.871,10.406,4.79,3.34,284.463
11094,"East Midlands",1.265,70.931,19.711,14.888,10.323,290.091
9397,"South East",0.907,25.209,12.744,4.258,17.777,288.171
7565,"Yorkshire and The Humber",1.283,42.727,9.304,3.357,8.437,287.609
17056,"North West",1.256,45.519,5.479,3.199,7.355,282.938
10343,"North West",1.225,67.834,9.666,4.666,6.139,279.693
17208,"Yorkshire and The Humber",1.335,50.984,9.072,5.243,11.232,277.784
14242,"East Midlands",2.094,28.098,12.466,6.869,17.191,276.365
12086,"London",0.881,42.453,15.001,8.307,21.364,273.862
11048,"East Midlands",1.353,47.145,18.897,11.387,15.149,282.12
9609,"South West",1.378,58.255,11.14,4.865,6.867,282.592
17851,"East Midlands",1.073,37.508,9.131,5.002,15.898,279.282
15798,"South East",1.086,59.103,12.518,6.664,10.311,280.143
13232,"North East",1.155,70.685,7.363,4.812,3.297,283.567
18188,"West Midlands",1.187,40.271,11.9,7.727,13.101,282.329
12143,"London",0.806,35.939,23.044,12.023,31.706,283.001
10547,"North West",1.425,23.842,13.252,5.487,14.819,276.846
14906,"West Midlands",1.444,39.609,13.598,7.16,10.853,284.672
13254,"North East",1.656,65.629,7.919,4.678,4.387,284.855
7914,"East Midlands",0.895,51.407,9.888,3.514,8.744,287.309
14699,"West Midlands",1.177,53.679,25.867,15.892,17.774,285.726
9563,"South West",1.358,61.575,12.349,3.228,4.607,281.733
7072,"North West",1.388,56.332,8.336,3.531,5.943,282.294
11386,"West Midlands",1.276,47.456,16.715,7.757,13.45,278.233
14373,"East Midlands",1.19,53.127,11.659,6.669,6.402,286.463
15169,"East of England",1.092,48.328,7.944,4.89,5.277,287.24
9490,"South East",1.767,38.705,13.354,6.985,14.057,275.559
13564,"North West",1.375,48.891,13.645,7.112,8.704,276.509
7820,"East Midlands",1.073,59.223,14.347,6.377,13.112,284.828
7902,"East Midlands",1.208,36.186,10.752,4.293,9.411,287.857
11577,"West Midlands",1.006,57.565,10.245,3.497,3.377,286.545
12011,"East of England",1.464,32.46,12.162,6.099,18.13,273.685
8909,"London",0.919,35.717,17.082,7.416,27.426,290.591
7888,"East Midlands",0.939,41.094,9.698,5.199,11.031,291.363
16280,"South West",1.019,46.417,6.618,2.401,2.922,288.342
7277,"North West",1.732,39.916,7.42,3.544,12.204,279.914
15243,"East of England",1.228,47.869,10.227,5.274,6.005,290.394
6571,"North East",2.213,22.833,9.614,4.078,7.882,273.262
10193,"North East",1.624,37.57,7.393,3.313,8.955,271.89
13207,"North East",1.425,57.184,22.535,14.612,8.165,276.676
15506,"London",0.731,35.257,11.754,7.022,12.449,290.756
10811,"Yorkshire and The Humber",1.218,65.671,12.913,7.644,4.919,287.873
6969,"North West",1.66,17.787,12.055,8.099,20.366,273.234
17523,"Yorkshire and The Humber",2.05,61.038,5.872,3.305,6.887,280.887
8850,"London",0.806,19.977,24.644,11.679,44.443,282.756
15269,"East of England",1.023,43.965,14.691,10.942,11.877,287.477
16146,"South West",1.547,44.102,45.168,30.27,15.353,282.75
10574,"North West",1.966,18.561,30.165,14.662,30.077,266.256
7746,"East Midlands",1.208,49.154,15.545,4.789,12.294,281.464
16953,"North West",1.454,56.234,8.311,4.895,6.426,285.656
11802,"East of England",1.274,69.59,11.223,4.217,4.673,280.867
13619,"North West",1.361,68.85,9.008,5.38,5.954,285.007
9006,"London",0.655,47.798,7.112,3.114,9.69,287.175
17017,"North West",0.875,47.658,9.672,7.542,9.523,289.989
15979,"South East",1.133,43.652,11.861,6.441,5.238,288.679
10036,"North East",0.85,56.399,10.967,5.637,5.154,290.795
14750,"West Midlands",1.052,57.834,9.087,4.797,4.864,284.121
15341,"London",0.902,26.059,11.164,7.955,27.221,278.525
11957,"East of England",1.136,27.111,17.197,8.758,22.77,287.376
7431,"Yorkshire and The Humber",1.187,63.836,7.843,2.767,4.911,281.194
8996,"London",0.818,27.808,17.534,7.255,30.53,291.733
12641,"South East",0.956,47.12,13.429,6.02,7.704,289.259
12892,"South West",1.33,58.706,19.032,10.834,11.006,283.995
17242,"Yorkshire and The Humber",1.354,41.804,32.902,28.644,22.288,282.06
11818,"East of England",1.033,52.671,17.33,12.259,14.446,284.296
